Gene	1.ctrl	2.ctrl	3.dox	4.dox	5.acti	6.acti	7.fccp	8.fccp	9.mb	10.mb
RAB20	2.673410273	3.120033902	3.065891219	2.958338353	2.918483755	2.590947025	3.023086162	2.785000348	3.385505262	3.170502801
RAB21	4.944546623	4.621259058	4.760334167	4.889331436	5.009727756	5.192345703	4.911129275	4.779778367	5.337684393	5.0254619
RAB22A	5.334323162	5.115478717	5.064560427	4.982047469	5.145213307	5.043946504	5.036356992	5.104348352	5.346946238	5.299671881
RAB23	3.158837621	2.474943905	2.551275107	2.76655565	2.992229213	3.045148618	2.900905384	2.797725178	1.936485272	2.729480256
RAB24	2.024670827	1.325529809	2.248589705	2.067861539	2.470378664	1.977138188	1.736536651	2.464276718	1.589365336	2.052960757
RAB26	4.968578751	4.811048345	4.696412932	4.59423541	3.531281869	3.284005569	4.14032403	3.88153627	5.208634907	4.727537397
RAB27A	4.692776971	4.462495916	4.694596276	4.439878099	4.387766483	4.399154857	4.564581035	4.595300054	4.723136531	4.707217065
RAB27B	3.255771584	2.526820993	2.56724764	2.731958441	2.655094022	2.429743512	3.22669772	3.184369351	3.333204628	2.853002836
RAB28	3.936445742	3.714950107	3.465885528	3.703639373	3.466894252	3.635750978	3.927335834	3.713759205	3.284456044	3.549487727
RAB2A	5.99767762	5.862866834	5.662755133	5.594226986	5.562181301	5.769253073	5.737894611	5.67181126	5.889130673	5.661491429
RAB2B	3.559882164	3.395886461	3.373528226	3.12225899	3.433589754	3.257558499	3.428870559	3.428910739	3.460564381	3.526476856
RAB30	4.495176945	4.651952623	3.980055409	3.925006696	3.881059332	4.062794036	4.089019404	3.94296742	4.93799649	4.620775512
RAB30-AS1	3.472946466	3.4506309	3.378062884	2.745897042	2.965846773	2.915822522	2.831248564	2.987394581	3.385505262	2.815525763
RAB31	7.809142126	7.702184693	7.758478495	7.833504983	8.187891492	8.201945547	7.977605397	7.893382855	7.633491708	7.55153581
RAB32	5.176829277	5.447009755	5.179426303	5.170821421	5.407821061	5.635979813	5.214486373	5.144750092	5.276680667	5.170556958
RAB33B	3.547171104	3.574117081	3.40497553	3.13820002	3.243515167	3.081789059	3.475277654	3.150047526	3.599894459	3.109873343
RAB34	6.870801386	7.190295993	7.153227908	7.041166894	6.825198079	7.018271439	6.913147287	6.988326926	7.011548643	6.960432113
RAB35	5.963804431	6.376966319	6.33990377	6.252416311	6.205831621	6.357563045	6.40953237	6.428767833	6.400109988	6.333217284
RAB38	2.856274547	2.662874494	2.767172384	2.9219673	3.389607962	3.099766125	3.563840175	3.554184548	2.951296513	2.777049119
RAB3A	2.625844529	2.495919117	2.297285057	2.429176512	2.157201991	2.624449125	2.959212799	3.020339995	1.571415952	2.222903167
RAB3B	1.601458421	1.833778401	1.341131802	1.584691156	1.130629922	1.354465621	1.981280159	1.833722074	1.315145154	1.987065499
RAB3C	5.980446527	6.03575307	5.845768643	5.774174939	5.35543266	5.682448771	5.12998334	5.328065521	5.346946238	5.442964254
RAB3D	3.767738625	3.627365476	4.052765465	3.780135897	3.70482983	3.809659471	3.595697957	3.866516016	3.694144287	3.733553664
RAB3GAP1	5.980446527	5.914412561	6.141489926	6.172751835	6.532297952	6.46722129	6.200116805	6.177521605	5.964992353	5.841008646
RAB3GAP2	6.208792411	6.037542388	6.016907319	6.039756276	6.066124178	6.168228022	6.064401715	6.089060195	6.601477699	6.067526794
RAB3IL1	2.508350806	2.853704993	3.269980093	2.987962458	4.319083028	4.377212639	3.563840175	4.012844673	2.169105019	2.603207517
RAB3IP	3.208118568	3.18605322	3.303740298	3.358319293	3.866871393	3.802359458	3.356334945	3.69687568	3.503794177	3.164553236
RAB40B	4.090397184	4.262817791	4.31643845	4.376333127	3.778682494	3.734941867	4.189866658	4.356031628	4.022794332	3.72549362
RAB40C	4.584973647	4.575190871	4.910312635	4.780121085	4.707336739	4.47686966	4.632704169	4.732512963	4.433800066	4.800328025
RAB42	3.605554053	3.48775235	3.332061845	3.626630185	3.643731271	3.447358827	3.759352009	3.576508852	3.91660971	3.620749086
RAB4A	4.245317831	4.346033666	4.151421827	4.138176907	4.084805535	4.041249805	4.070244996	4.218475239	4.301224813	4.354255176
RAB4B	1.88349447	2.258813599	2.258461153	2.376391914	2.280066599	2.381571826	1.810800188	2.029831791	1.757551498	2.671925244
RAB5A	5.027726652	4.862427095	5.047581503	5.107454596	5.346513277	5.247142042	5.104374556	5.149721675	5.31224119	5.258370059
RAB5B	5.015474389	4.715924063	4.775881552	4.989389379	4.422133084	4.322127782	4.846396865	4.565847042	5.150882484	5.05470712
RAB5C	5.334323162	5.207363105	5.320391684	5.46114766	5.601271064	5.607990781	5.582281618	5.71185901	5.535814904	5.717425364
RAB5CP2	1.771383849	1.748953738	1.798963781	1.773436158	1.627939372	1.855444014	1.881427386	1.43813499	1.589365336	1.63787103
RAB6A	6.013935693	5.906601336	5.551734884	5.687456243	5.937961929	5.776722103	5.886953464	5.661405627	5.361381487	5.737603418
RAB6B	3.113572846	3.099624259	2.801336967	3.011231416	2.89769945	2.795974732	3.446448617	3.583874175	3.04532659	3.322513116
RAB7A	7.651558185	7.65895841	7.533063054	7.53499597	7.580711219	7.573623565	7.589165159	7.508396303	7.187936217	7.371817697
RAB7L1	4.605554531	4.614082221	4.48986397	4.39635516	4.867331599	4.599865078	4.857389317	4.634840523	4.974308856	4.622946651
